# Lens 2 (OPL-enforced)
# r_mm, sag_um
2.181127, -42.6169
2.183013, -42.6905
2.184899, -42.7642
2.186785, -42.8379
2.188670, -42.9117
2.190556, -42.9856
2.192441, -43.0595
2.194325, -43.1334
2.196210, -43.2074
2.198094, -43.2815
2.199978, -43.3556
2.201862, -43.4298
2.203746, -43.5040
2.205629, -43.5783
2.207513, -43.6526
2.209396, -43.7270
2.211278, -43.8014
2.213161, -43.8759
2.215043, -43.9505
2.216925, -44.0251
2.218807, -44.0997
2.220688, -44.1744
2.222570, -44.2492
2.224451, -44.3240
2.226332, -44.3989
2.228212, -44.4738
2.230093, -44.5488
2.231973, -44.6238
2.233853, -44.6989
2.235733, -44.7740
2.237612, -44.8492
2.239491, -44.9245
2.241370, -44.9998
2.243249, -45.0751
2.245128, -45.1505
2.247006, -45.2260
2.248884, -45.3015
2.250762, -45.3770
2.252640, -45.4527
2.254517, -45.5283
2.256394, -45.6041
2.258271, -45.6798
2.260148, -45.7557
2.262024, -45.8316
2.263901, -45.9075
2.265776, -45.9835
2.267652, -46.0595
2.269528, -46.1356
2.271403, -46.2118
2.273278, -46.2880
2.275153, -46.3642
2.277027, -46.4405
2.278902, -46.5169
2.280776, -46.5933
2.282650, -46.6698
2.284523, -46.7463
2.286397, -46.8228
2.288270, -46.8995
2.290143, -46.9761
2.292015, -47.0529
2.293888, -47.1297
2.295760, -47.2065
2.297632, -47.2834
2.299504, -47.3603
2.301375, -47.4373
2.303247, -47.5143
2.305118, -47.5914
2.306988, -47.6686
2.308859, -47.7458
2.310729, -47.8230
2.312599, -47.9003
2.314469, -47.9777
2.316339, -48.0551
2.318208, -48.1326
2.320077, -48.2101
2.321946, -48.2876
2.323814, -48.3653
2.325683, -48.4429
2.327551, -48.5206
2.329419, -48.5984
2.331287, -48.6762
2.333154, -48.7541
2.335021, -48.8320
2.336888, -48.9100
2.338755, -48.9881
2.340621, -49.0661
2.342487, -49.1443
2.344353, -49.2225
2.346219, -49.3007
2.348084, -49.3790
2.349950, -49.4573
2.351815, -49.5357
2.353679, -49.6142
2.355544, -49.6927
2.357408, -49.7712
2.359272, -49.8498
2.361136, -49.9285
2.362999, -50.0072
2.364863, -50.0859
2.366726, -50.1647
2.368589, -50.2436
2.370451, -50.3225
2.372313, -50.4014
2.374175, -50.4805
2.376037, -50.5595
2.377899, -50.6386
2.379760, -50.7178
2.381621, -50.7970
2.383482, -50.8763
2.385343, -50.9556
2.387203, -51.0349
2.389063, -51.1144
2.390923, -51.1938
2.392783, -51.2733
2.394642, -51.3529
2.396501, -51.4325
2.398360, -51.5122
2.400218, -51.5919
2.402077, -51.6717
2.403935, -51.7515
2.405793, -51.8314
2.407650, -51.9113
2.409508, -51.9913
2.411365, -52.0713
2.413222, -52.1514
2.415078, -52.2315
2.416935, -52.3117
2.418791, -52.3919
2.420647, -52.4722
2.422502, -52.5525
2.424358, -52.6329
2.426213, -52.7133
2.428068, -52.7938
2.429922, -52.8743
2.431777, -52.9549
2.433631, -53.0355
2.435485, -53.1162
2.437338, -53.1969
2.439192, -53.2777
2.441045, -53.3586
2.442898, -53.4394
2.444750, -53.5204
2.446603, -53.6013
2.448455, -53.6824
2.450307, -53.7634
2.452158, -53.8446
2.454010, -53.9257
2.455861, -54.0070
2.457712, -54.0883
2.459562, -54.1696
2.461412, -54.2510
